tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
LSHVc	marmgCAMI2_short_read_sample_9	0.0745120422207834	3.709100808395811	1.9158518549831864	0.25547445255474455	0.02608047690014903	0.04732927653820149	70.0	2614.0	204.0	2684.0	0.024238227146814405	7.6479030613362475	0.9686943066619959	0.9626908922375708	0.0745120422207834	3.709100808395811	1.9257511171127002	0.25547445255474455	0.02556610664718773	0.04648074369189907	70.0	2668.0	204.0	2738.0	0.02379333786539769	7.733079015471817	0.9770177661478024	0.9628755585563499
LSHVc	marmgCAMI2_short_read_sample_8	0.07874725841335417	4.682996692106979	1.9329649808727793	0.3017241379310345	0.020837467751538004	0.03898273621681827	105.0	4934.0	243.0	5039.0	0.019878833775085196	8.24435127372189	0.9670835336990564	0.9713302324254842	0.07874725841335417	4.682996692106979	1.9424186628888203	0.3103448275862069	0.02096273291925466	0.03927272727272727	108.0	5044.0	240.0	5152.0	0.020029673590504452	8.337523826396573	0.9754752543166162	0.9712093314444095
LSHVc	marmgCAMI2_short_read_sample_7	0.07904590520836235	5.065304244195682	1.9320351334274437	0.25263157894736843	0.021071115013169446	0.03889789303079416	72.0	3345.0	213.0	3417.0	0.019834710743801654	7.882024939455763	0.9687220866746823	0.9708396708057749	0.07904590520836235	5.065304244195682	1.941969016924508	0.25263157894736843	0.020648121594493835	0.038176033934252396	72.0	3415.0	213.0	3487.0	0.01945945945945946	7.970042044750992	0.9771043706425462	0.9709845084622507
LSHVc	marmgCAMI2_short_read_sample_6	0.07710670874091448	3.247686605025275	1.9138046031915186	0.25227963525835867	0.029953085528690002	0.05354838709677419	83.0	2688.0	246.0	2771.0	0.027510772290354656	7.686089526156854	0.9696133308368472	0.9616694221166895	0.07710670874091448	3.247686605025275	1.9235165404294625	0.2553191489361702	0.029723991507430998	0.05324881141045959	84.0	2742.0	245.0	2826.0	0.027352653858677956	7.771561405893421	0.9779709850187406	0.9617582702147325
LSHVc	marmgCAMI2_short_read_sample_5	0.07722271988496254	4.183073912605208	1.924023331268992	0.24550898203592814	0.0231311706629055	0.042278937870585204	82.0	3463.0	252.0	3545.0	0.021595996839610217	7.929212011948889	0.9701367106369044	0.966840934001851	0.07722271988496254	4.183073912605208	1.9334579839044563	0.25149700598802394	0.023223666021564834	0.042520880789673504	84.0	3533.0	250.0	3617.0	0.021722265321955005	8.01794981408023	0.9785863728238666	0.9667289919522281
LSHVc	marmgCAMI2_short_read_sample_3	0.07723323468613999	2.612848828830263	1.913326194553557	0.22135416666666666	0.03191888847164852	0.05579258286839515	85.0	2578.0	299.0	2663.0	0.028696826468602294	7.656204504266895	0.9707115541533256	0.9614453143481905	0.07723323468613999	2.612848828830263	1.9228916558900877	0.22395833333333334	0.03167587476979742	0.055501774766053565	86.0	2629.0	298.0	2715.0	0.02854298041818785	7.741375329799558	0.9791094775362509	0.9614458279450437
LSHVc	marmgCAMI2_short_read_sample_2	0.07963837317540173	4.215610277781966	1.9272432250974194	0.2888086642599278	0.02342606149341142	0.04333694474539545	80.0	3335.0	197.0	3415.0	0.0221483942414175	7.889399408955757	0.96969820548451	0.9684523263165942	0.07963837317540173	4.215610277781966	1.9372193770186208	0.2888086642599278	0.022962112514351322	0.0425418771603297	80.0	3404.0	197.0	3484.0	0.021733224667209998	7.977605154610906	0.9781347994918482	0.9686096885093073
LSHVc	marmgCAMI2_short_read_sample_1	0.07803078693571683	5.5254568363270264	1.9234952677207255	0.2871287128712871	0.020346117867165576	0.03799956322341123	87.0	4189.0	216.0	4276.0	0.019367764915405164	8.099027635842933	0.9686936090978517	0.9665413687682652	0.07803078693571683	5.5254568363270264	1.9334146256764322	0.2871287128712871	0.019926706367384334	0.037267080745341616	87.0	4279.0	216.0	4366.0	0.0189873417721519	8.189423401532137	0.9770713136626472	0.9667073128382133
LSHVc	marmgCAMI2_short_read_sample_0	0.0827724839662877	5.0692353746355945	1.9303023838236513	0.24324324324324326	0.02081268582755203	0.03834449178332319	63.0	2964.0	196.0	3027.0	0.019547005895128762	7.764250435645558	0.968675406044422	0.969989483413718	0.0827724839662877	5.0692353746355945	1.9402783507482955	0.24324324324324326	0.020394949821948852	0.037634408602150546	63.0	3026.0	196.0	3089.0	0.019178082191780823	7.851387572845412	0.9770751333642328	0.9701391753741463
LSHVc	marmgCAMI2_short_read_sample_4	0.0766559542122703	1.8705137098481788	1.9163092630887524	0.18214285714285713	0.029327199539965498	0.05052005943536404	51.0	1688.0	229.0	1739.0	0.025914634146341462	7.233999061534939	0.9695664845212131	0.9628520857831021	0.0766559542122703	1.8705137098481788	1.9260666376805198	0.18214285714285713	0.02878103837471783	0.049707602339181284	51.0	1721.0	229.0	1772.0	0.025487256371814093	7.313289744811571	0.9777302924983062	0.9630333188402609
