tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
mOTUv2d	strmgCAMI2_short_read_sample_35	0.10038828039925086	0.8296519677450128	0.24458423041202507	0.5	0.6	0.5454545454545454	3.0	2.0	3.0	5.0	0.375	0.9575302151467375	0.5949469735670492	0.12265824786177894	0.10038828039925086	0.8296519677450128	0.24325015671241595	0.8333333333333334	0.625	0.7142857142857143	5.0	3.0	1.0	8.0	0.5555555555555556	0.9926885682041933	0.47738229149845174	0.12162507835620795
mOTUv2d	strmgCAMI2_short_read_sample_34	0.022936952510009653	0.8590887415304551	0.261085830827887	0.5	0.6	0.5454545454545454	3.0	2.0	3.0	5.0	0.375	0.6384852547334571	0.39671319396708965	0.1311505085126822	0.022936952510009653	0.8590887415304551	0.26187286230556667	0.8333333333333334	0.625	0.7142857142857143	5.0	3.0	1.0	8.0	0.5555555555555556	0.6911787078298781	0.3323866980514023	0.13093643115278333
mOTUv2d	strmgCAMI2_short_read_sample_33	0.12427841454487171	0.8340422073946803	0.28612786935712264	0.6666666666666666	0.6666666666666666	0.6666666666666666	4.0	2.0	2.0	6.0	0.5	1.1837273368494272	0.6606508056348731	0.14316704380569972	0.12427841454487171	0.8340422073946803	0.2863383958669805	0.8333333333333334	0.5555555555555556	0.6666666666666667	5.0	4.0	1.0	9.0	0.5	1.1946571925922427	0.5437119195346758	0.14316919793349026
mOTUv2d	strmgCAMI2_short_read_sample_32	0.07614396338356484	0.836097975479068	0.365932241156425	0.5	0.6	0.5454545454545454	3.0	2.0	3.0	5.0	0.375	1.2055944980099906	0.7490779785264656	0.1834737697744336	0.07614396338356484	0.836097975479068	0.3685633734040008	0.8333333333333334	0.625	0.7142857142857143	5.0	3.0	1.0	8.0	0.5555555555555556	1.238208388653828	0.5954523672993307	0.18428168670200043
mOTUv2d	strmgCAMI2_short_read_sample_41	0.06642063858292946	0.8282379932450401	0.4475240342524206	0.5	0.6	0.5454545454545454	3.0	2.0	3.0	5.0	0.375	1.2770638795071536	0.7934844020020213	0.22421976502133842	0.06642063858292946	0.8282379932450401	0.44389322190061953	0.6666666666666666	0.5714285714285714	0.6153846153846153	4.0	3.0	2.0	7.0	0.4444444444444444	1.3003982707419164	0.6682725157547611	0.22194661095030976
mOTUv2e	strmgCAMI2_short_read_sample_67	0.08986895760565686	0.7956168478889832	0.34946875541315897	0.5	0.5	0.5	3.0	3.0	3.0	6.0	0.3333333333333333	1.1613852388449977	0.6481814433191516	0.17512165452537862	0.08986895760565686	0.7956168478889832	0.3450458093206414	0.8333333333333334	0.625	0.7142857142857143	5.0	3.0	1.0	8.0	0.5555555555555556	1.1883953740038096	0.5714973708968937	0.1725229046603207
mOTUv2e	strmgCAMI2_short_read_sample_68	0.05462613844711614	0.7857793637433647	0.2907858138972141	0.5	0.6	0.5454545454545454	3.0	2.0	3.0	5.0	0.375	1.1029399969333613	0.6852951508177686	0.14601889032150173	0.05462613844711614	0.7857793637433647	0.2870641665281622	1.0	0.42857142857142855	0.6	6.0	8.0	0.0	14.0	0.42857142857142855	1.1546711769852775	0.4375316761889421	0.14353208326408107
mOTUv2e	strmgCAMI2_short_read_sample_69	0.08476262169518657	0.7716370474043873	0.4755501863050508	0.6666666666666666	0.5714285714285714	0.6153846153846153	4.0	3.0	2.0	7.0	0.4444444444444444	1.536179473442529	0.7894400849845521	0.23858450858296756	0.08476262169518657	0.7716370474043873	0.4711451213941826	0.8333333333333334	0.45454545454545453	0.5882352941176471	5.0	6.0	1.0	11.0	0.4166666666666667	1.5744392642468563	0.6565921715210974	0.23557256069709134
mOTUv2e	strmgCAMI2_short_read_sample_7	0.08919296008998659	0.7605165648607404	0.4177360400194546	0.5	0.5	0.5	3.0	3.0	3.0	6.0	0.3333333333333333	1.2560495663073343	0.7010146104312087	0.2096295565809218	0.08919296008998659	0.7605165648607404	0.418549184799042	0.8333333333333334	0.3333333333333333	0.47619047619047616	5.0	10.0	1.0	15.0	0.3125	1.3059891932034762	0.48226181060894746	0.209274592399521
mOTUv2e	strmgCAMI2_short_read_sample_74	0.06553834590250443	0.7886745533413869	0.5247639700906106	0.6666666666666666	0.6666666666666666	0.6666666666666666	4.0	2.0	2.0	6.0	0.5	1.2291338888445529	0.6859926848184045	0.2631195762077766	0.06553834590250443	0.7886745533413869	0.5290287199465965	0.8333333333333334	0.4166666666666667	0.5555555555555556	5.0	7.0	1.0	12.0	0.38461538461538464	1.2650192805485292	0.5090812086065504	0.26451435997329825
mOTUv2e	strmgCAMI2_short_read_sample_71	0.04943027528487712	0.808564875361143	0.21866512473209354	0.5	0.6	0.5454545454545454	3.0	2.0	3.0	5.0	0.375	0.9266104661679259	0.5757354533586997	0.10973630902403547	0.04943027528487712	0.808564875361143	0.21348175183951373	0.8333333333333334	0.625	0.7142857142857143	5.0	3.0	1.0	8.0	0.5555555555555556	0.9700717416513878	0.466505896995659	0.10674087591975687
mOTUv2e	strmgCAMI2_short_read_sample_72	0.07519913608924284	0.7821427791068631	0.25988185136495473	0.6666666666666666	0.6666666666666666	0.6666666666666666	4.0	2.0	2.0	6.0	0.5	1.0395316644798995	0.5801736685827377	0.13020551332044844	0.07519913608924284	0.7821427791068631	0.26251742364545444	0.8333333333333334	0.5555555555555556	0.6666666666666667	5.0	4.0	1.0	9.0	0.5	1.0650611509024699	0.4847302191538767	0.1312587118227272
mOTUv2e	strmgCAMI2_short_read_sample_73	0.08711203723323996	0.7887417797870966	0.1859599967291329	0.5	0.6	0.5454545454545454	3.0	2.0	3.0	5.0	0.375	0.9885007657679528	0.6141900586105571	0.093241587084439	0.08711203723323996	0.7887417797870966	0.18494659851450518	0.8333333333333334	0.5555555555555556	0.6666666666666667	5.0	4.0	1.0	9.0	0.5	1.0232276782790708	0.46569098526995784	0.0924732992572526
