	Accuracy (bp)	Accuracy (bp) (unfiltered)	Accuracy (seq)	Accuracy (seq) (unfiltered)	Adjusted Rand index (bp)	Adjusted Rand index (bp) (unfiltered)	Adjusted Rand index (seq)	Adjusted Rand index (seq) (unfiltered)	Average completeness (bp)	Average completeness (bp) (unfiltered)	Average completeness (seq)	Average completeness (seq) (unfiltered)	Average purity (bp)	Average purity (bp) (unfiltered)	Average purity (seq)	Average purity (seq) (unfiltered)	CAMI 1 F1 score (bp)	CAMI 1 F1 score (bp) (unfiltered)	CAMI 1 F1 score (seq)	CAMI 1 F1 score (seq) (unfiltered)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (bp) (unfiltered)	CAMI 1 average completeness (seq)	CAMI 1 average completeness (seq) (unfiltered)	CAMI 1 std error of av. completeness (bp)	CAMI 1 std error of av. completeness (bp) (unfiltered)	CAMI 1 std error of av. completeness (seq)	CAMI 1 std error of av. completeness (seq) (unfiltered)	Completeness (bp)	Completeness (bp) (unfiltered)	Completeness (seq)	Completeness (seq) (unfiltered)	F1 score (bp)	F1 score (bp) (unfiltered)	F1 score (seq)	F1 score (seq) (unfiltered)	F1 score for sample (bp)	F1 score for sample (bp) (unfiltered)	F1 score for sample (seq)	F1 score for sample (seq) (unfiltered)	Misclassification rate (bp)	Misclassification rate (bp) (unfiltered)	Misclassification rate (seq)	Misclassification rate (seq) (unfiltered)	Percentage of binned bp	Percentage of binned bp (unfiltered)	Percentage of binned sequences	Percentage of binned sequences (unfiltered)	Purity (bp)	Purity (bp) (unfiltered)	Purity (seq)	Purity (seq) (unfiltered)	Rand index (bp)	Rand index (bp) (unfiltered)	Rand index (seq)	Rand index (seq) (unfiltered)	Sample	Std error of av. completeness (bp)	Std error of av. completeness (bp) (unfiltered)	Std error of av. completeness (seq)	Std error of av. completeness (seq) (unfiltered)	Std error of av. purity (bp)	Std error of av. purity (bp) (unfiltered)	Std error of av. purity (seq)	Std error of av. purity (seq) (unfiltered)	Tool	UniFrac (bp)	UniFrac (bp) (unfiltered)	UniFrac (seq)	UniFrac (seq) (unfiltered)	avg_precision_bp_var	avg_precision_bp_var (unfiltered)	avg_recall_bp_var	avg_recall_bp_var (unfiltered)	avg_recall_bp_var_cami1	avg_recall_bp_var_cami1 (unfiltered)	rank	Unnamed: 0
18	0.374845373205681	0.378132276426036	0.235929281936504	0.24453642238408	0.869222988388773	0.868181144113521	0.949771120398824	0.949734048325561	0.118981918600968	0.616169722965311	0.100959896483357	0.577882334008674	0.849726555767166	0.319468494607989	0.87434206141738	0.355580191943435	0	0	0	0	0	0	0	0	0	0	0	0	0.374845373205681	0.378132276426036	0.235929281936504	0.24453642238408	0.208735855144276	0.420775488049852	0.181017752085202	0.440260868614809	0.509236788058012	0.51208591817028	0.378002011523964	0.388990988363615	0.206147176046236	0.206989529547554	0.049808021737846	0.049553355109766	0.472184971691318	0.476831379301078	0.248296436229661	0.25728579683957	0.793852823953764	0.793010470452446	0.950191978262154	0.950446644890234	0.963668488777152	0.963909314762643	0.985556050760036	0.986325597559499	contigs	0.032900721252786	0.071171441766345	0.029180341589899	0.070566442299688	0.076674988578253	0.049912437600464	0.077675998773811	0.05341781475782	Kraken cami1	6.69618575471275	6.69505267841007	8.96976463670137	8.96572128784324	0	0	0	0	0	0	class	
19	0.351464871333362	0.353625560856695	0.22748694714512	0.233565155561824	0.81996784027222	0.818660848239852	0.913689223081077	0.911703033833444	0.185385151626979	0.611860806042627	0.168999343425985	0.573903348896421	0.78115292993089	0.298176071637821	0.860617609156998	0.338731995524677	0	0	0	0	0	0	0	0	0	0	0	0	0.351464871333362	0.353625560856695	0.22748694714512	0.233565155561824	0.299655351656057	0.400955732695053	0.28252023341982	0.426017746953008	0.478979262438783	0.480456939746281	0.364810421041298	0.372370639319051	0.24829638823256	0.250854438541508	0.079565083520275	0.082174888927889	0.467557779198349	0.472038518346463	0.247151583530926	0.254476754606328	0.75170361176744	0.749145561458492	0.920434916479725	0.917825111072111	0.961061297895827	0.961361050555116	0.988738586425955	0.989055703163619	contigs	0.027582408080528	0.048447686218133	0.025802736330482	0.047715750793296	0.041583204532355	0.032455217618579	0.040641684962459	0.035418084476256	Kraken cami1	6.69618575471275	6.69505267841007	8.96976463670137	8.96572128784324	0	0	0	0	0	0	order	
20	0.365106372976166	0.366217140502665	0.243388966466513	0.246450335417214	0.709622773434819	0.70661753919881	0.889443700740093	0.885236504547454	0.177592074408363	0.609210015750703	0.166757368583779	0.576860090632272	0.752828644979947	0.226635501435826	0.797256398858544	0.248107690751125	0	0	0	0	0	0	0	0	0	0	0	0	0.365106372976166	0.366217140502665	0.243388966466513	0.246450335417214	0.287389130422466	0.330368745325403	0.275822573598639	0.34697942926511	0.490736993383515	0.490614938374879	0.384541172549865	0.387736843508325	0.251819017927517	0.257000710261152	0.084545732865885	0.091342740504082	0.487992052357186	0.492890296882227	0.265866876374346	0.271224747110845	0.748180982072483	0.742999289738848	0.915454267134115	0.908657259495918	0.965160149611965	0.965318664305772	0.992004302185241	0.991973525630838	contigs	0.01899748724755	0.038921786370711	0.018086604745191	0.03802107004497	0.035397905910512	0.020670965064821	0.035850485870626	0.022013539868483	Kraken cami1	6.69618575471275	6.69505267841007	8.96976463670137	8.96572128784324	0	0	0	0	0	0	family	
21	0.307716659786501	0.307787998666006	0.212932431210012	0.213133053437462	0.545804340036814	0.543953404341216	0.869204602748449	0.862909066230012	0.101390476269799	0.555506953386225	0.095866069436356	0.525293910015307	0.515467704695552	0.10873425022966	0.526255076387574	0.111660240163559	0	0	0	0	0	0	0	0	0	0	0	0	0.307716659786501	0.307787998666006	0.212932431210012	0.213133053437462	0.169450670165361	0.181869573115923	0.16218707894068	0.184171636631281	0.42325212064857	0.42202366971326	0.342361906133372	0.341508614421406	0.322297240612261	0.328895589689911	0.126977579375523	0.141234932041568	0.454058443062122	0.458629080568537	0.243902591937673	0.248185518239755	0.677702759387739	0.671104410310089	0.873022420624477	0.858765067958432	0.960236947041096	0.960705332650537	0.993644860698452	0.993516013695302	contigs	0.008921536919667	0.032268233094717	0.008558907474899	0.031514225114853	0.030557233175665	0.008981942087228	0.031374230046822	0.009220074459625	Kraken cami1	6.69618575471275	6.69505267841007	8.96976463670137	8.96572128784324	0	0	0	0	0	0	genus	
22	0.141138125639275	0.141142179421325	0.128441810998368	0.128452116873622	0.326979064939581	0.326924643845556	0.829523488603093	0.822630910128957	0.045971185563033	0.383735489227229	0.04493195796001	0.37505891976339	0.113061165727388	0.037271480547579	0.111772969959901	0.037025039287298	0	0	0	0	0	0	0	0	0	0	0	0	0.141138125639275	0.141142179421325	0.128441810998368	0.128452116873622	0.065364761162777	0.06794371993318	0.064097261700289	0.067396805598943	0.203579257649246	0.203013610752373	0.212680753404858	0.211819445874961	0.634893360996822	0.638532697570229	0.382006145708898	0.3965002941854	0.386566856260442	0.390470115754792	0.20783671246327	0.212845367836987	0.365106639003178	0.361467302429771	0.617993854291102	0.6034997058146	0.935691440133671	0.936849799657612	0.996428964563542	0.996426248281583	contigs	0.004005494033024	0.026532872385284	0.003945044528109	0.026249848305732	0.009290884917401	0.00317113143784	0.009257345547278	0.003165778895531	Kraken cami1	6.69618575471275	6.69505267841007	8.96976463670137	8.96572128784324	0	0	0	0	0	0	species	
23	0.483932880123338	0.484125459388097	0.490357699854103	0.490758162700609	0.975773270955858	0.975003777143607	0.991078647506534	0.99040754729291	0.10491361903708	0.469108104912435	0.104295979332553	0.466291741245273	0.640745331405841	0.123240941183603	0.627688565902786	0.121131062214367	0	0	0	0	0	0	0	0	0	0	0	0	0.483932880123338	0.484125459388097	0.490357699854103	0.490758162700609	0.180304713190848	0.195200194031853	0.178870972407291	0.192305826693046	0.631733661276648	0.629812485941662	0.647354417583994	0.645420825652745	0.090486475081543	0.099073185834244	0.047773314158877	0.057572806529401	0.532078816713281	0.537363803336667	0.514958997836696	0.520738542033506	0.909513524918457	0.900926814165756	0.952226685841123	0.942427193470599	0.998277118860319	0.998254566961764	0.999539824856785	0.99951551977181	contigs	0.011251863013364	0.038373375012588	0.011203735358616	0.038257251102393	0.042075239699547	0.012364485897029	0.042526654433104	0.012292870413369	Kraken cami1	6.69618575471275	6.69505267841007	8.96976463670137	8.96572128784324	0	0	0	0	0	0	strain	
24	0.272927185190845	0.272927185190845	0.019875176894903	0.019875176894903	0	0	0	0	0.167256259342344	0.167256259342344	0.01457739657102	0.01457739657102	0.469737995768599	0.469737995768599	0.219637951634564	0.219637951634564	0	0	0	0	0	0	0	0	0	0	0	0	0.272927185190845	0.272927185190845	0.019875176894903	0.019875176894903	0.24667921072394	0.24667921072394	0.02734021956762	0.02734021956762	0.345254556829193	0.345254556829193	0.036451806782976	0.036451806782976	0.530262004231401	0.530262004231401	0.780362048365436	0.780362048365436	0.581020031697189	0.581020031697189	0.090490631272921	0.090490631272921	0.469737995768599	0.469737995768599	0.219637951634564	0.219637951634564	0.501681649921626	0.501681649921626	0.657013681968621	0.657013681968621	contigs	0.167256259342344	0.167256259342344	0.01457739657102	0.01457739657102					PhyloPythiaS+	7.95087040605348	7.94111093795789	7.74220801974459	7.73031376408514	0	0	0	0	0	0	superkingdom	
25	0.262904840948259	0.263031224199867	0.015605073354106	0.015673866967726	0.553573212781022	0.553812538818544	0.135633689379036	0.13728954480048	0.100566853196394	0.102836915149139	0.008402089926486	0.008955068041675	0.453614462547981	0.519760049824431	0.261693170569947	0.363219093556136	0	0	0	0	0	0	0	0	0	0	0	0	0.262904840948259	0.263031224199867	0.015605073354106	0.015673866967726	0.164634128819551	0.171701833284639	0.016281437506417	0.017479191370332	0.383211463560431	0.38335416292193	0.029819395306957	0.029948591129603	0.293482414770056	0.293424944193912	0.66540831760397	0.664501556757701	0.372113654980993	0.372262255847387	0.046639155051186	0.046718151107504	0.706517585229944	0.706575055806088	0.33459168239603	0.335498443242299	0.774306592782608	0.774457463570675	0.58041047964458	0.581597262760693	contigs	0.049415565540771	0.049224185704094	0.004068355860075	0.004045767353532	0.155398607843575	0.143088749601872	0.095802744861086	0.128165090099228	PhyloPythiaS+	7.95087040605348	7.94111093795789	7.74220801974459	7.73031376408514	0	0	0	0	0	0	phylum	
26	0.271901362950729	0.272385674491366	0.014153292872166	0.014384443668727	0.801234124016427	0.801304078696784	0.251751689283419	0.253770192226487	0.130162460346707	0.135417247731747	0.00978966298648	0.011257544340608	0.732849081425212	0.766604833073469	0.482215042798117	0.580652555191466	0	0	0	0	0	0	0	0	0	0	0	0	0.271901362950729	0.272385674491366	0.014153292872166	0.014384443668727	0.221061793229968	0.230175111677963	0.019189746360154	0.022086873975365	0.408116075605803	0.408664143496401	0.027372888591736	0.027812454094449	0.182179551506893	0.182157491449765	0.58507262454529	0.581709772075884	0.332470731750138	0.333053945770337	0.034110289437171	0.034388667744197	0.817820448493107	0.817842508550235	0.41492737545471	0.418290227924116	0.932761748253229	0.932952270824748	0.778789596593099	0.781986272876301	contigs	0.040823258674869	0.0405203305716	0.00360440080455	0.003637652215122	0.098937511605174	0.076000443356239	0.102861885872183	0.092426466252175	PhyloPythiaS+	7.95087040605348	7.94111093795789	7.74220801974459	7.73031376408514	0	0	0	0	0	0	class	
27	0.248066395488604	0.248886391959111	0.010040047363426	0.010449923166651	0.925735107633889	0.925416522238571	0.48093697762317	0.483563582240154	0.13237922649507	0.138023353686995	0.020155953141568	0.022107569156103	0.7901951070834	0.720248060134482	0.584638823648536	0.581685104997562	0	0	0	0	0	0	0	0	0	0	0	0	0.248066395488604	0.248886391959111	0.010040047363426	0.010449923166651	0.226768539398115	0.231654115808619	0.03896843420753	0.042596222962904	0.390041436944739	0.390672145987331	0.019731225497287	0.020525700553656	0.087991908139232	0.092134437925085	0.432158465859049	0.426715453182675	0.272000213268365	0.274144545575982	0.017681072552425	0.018228161258951	0.912008091860768	0.907865562074915	0.567841534140951	0.573284546817324	0.975180845915503	0.975350282130583	0.873124078460255	0.879835751874081	contigs	0.029491788586986	0.029334218584517	0.013048125429143	0.013065898688682	0.076816426199212	0.073443900907758	0.078877131103498	0.070669372546483	PhyloPythiaS+	7.95087040605348	7.94111093795789	7.74220801974459	7.73031376408514	0	0	0	0	0	0	order	
28	0.251851872197598	0.253027830505597	0.008808799361249	0.009418159371713	0.973293242390976	0.972162525343576	0.745269164723153	0.746211137219112	0.127731877910346	0.134257899172394	0.032421983348927	0.034542461985392	0.928046698135109	0.747156677082035	0.80068181202389	0.673569468653857	0	0	0	0	0	0	0	0	0	0	0	0	0.251851872197598	0.253027830505597	0.008808799361249	0.009418159371713	0.224556834606937	0.22761521880869	0.062320427589962	0.06571488703627	0.399501513393736	0.400603754662168	0.017419990053952	0.018611541571639	0.034423705452369	0.038766557722815	0.223469302286624	0.220176749796764	0.260830628941227	0.263232446330797	0.011343787679209	0.012077300041078	0.965576294547631	0.961233442277185	0.776530697713376	0.779823250203236	0.995487871407445	0.995368434755106	0.953155691619778	0.957842368056136	contigs	0.024063544697676	0.024317840027178	0.012569487669619	0.012763156286003	0.033579341118278	0.062016951025461	0.043289974499899	0.05756663717315	PhyloPythiaS+	7.95087040605348	7.94111093795789	7.74220801974459	7.73031376408514	0	0	0	0	0	0	family	
29	0.21279595366233	0.213686745672929	0.006172118943903	0.006597246997309	0.96491692488244	0.963090514390542	0.794592390907897	0.792513495461733	0.123435718831969	0.134469286126344	0.045411804800002	0.049416730924059	0.845214173621719	0.633201464013524	0.725279728787765	0.564328075733852	0	0	0	0	0	0	0	0	0	0	0	0	0.21279595366233	0.213686745672929	0.006172118943903	0.006597246997309	0.215412441380007	0.221829863452636	0.085471969091919	0.090875713713291	0.347269264627431	0.348137430462175	0.012246596481044	0.013081781260517	0.056498966337546	0.061130074706703	0.225866846401558	0.234303534303534	0.225538654511384	0.227599947464686	0.007972942271253	0.008616008161026	0.943501033662454	0.938869925293298	0.774133153598442	0.765696465696466	0.996427479417963	0.996298743557515	0.974756502086776	0.977609476351636	contigs	0.019701016898234	0.020848835378521	0.011723356011148	0.012480340886639	0.047827100391452	0.053199177041361	0.049394618572454	0.049842739254595	PhyloPythiaS+	7.95087040605348	7.94111093795789	7.74220801974459	7.73031376408514	0	0	0	0	0	0	genus	
30	0.057724642656901	0.0579481797814	0.002567099836137	0.002667347895431	0.734057593832765	0.732127103144015	0.769380155977045	0.753201409890907	0.041404058951619	0.04691053719563	0.022246575180809	0.025280091955803	0.489596804381398	0.316119224034963	0.426388168790946	0.285442104302814	0	0	0	0	0	0	0	0	0	0	0	0	0.057724642656901	0.0579481797814	0.002567099836137	0.002667347895431	0.076351269276256	0.081697558718479	0.042286856203953	0.046446650620525	0.103603662257048	0.10390068509944	0.005112239148308	0.005310099291583	0.495131294227271	0.498081112659133	0.402399127589967	0.424150485436893	0.114335949122752	0.115453275903614	0.004295676185652	0.004632022478051	0.504868705772729	0.501918887340867	0.597600872410033	0.575849514563107	0.973478576010637	0.973703265102721	0.966901012425479	0.968481433427185	contigs	0.009084665338895	0.010151148542283	0.00632043485293	0.007074978302246	0.06027000911014	0.040637606610746	0.058605192943069	0.038916869629599	PhyloPythiaS+	7.95087040605348	7.94111093795789	7.74220801974459	7.73031376408514	0	0	0	0	0	0	species	
