	0
('10394.H1.FTA.4C.1week.II', '10394.H1.FTA.amb.1week.II')	2.148677957430995
('10394.H1.FTA.4C.1week.II', '10394.H1.FTA.amb.4weeks.II')	0.9324989897048895
('10394.H1.FTA.4C.1week.II', '10394.H1.FTA.heat.1week.II')	4.397285430824908
('10394.H1.FTA.4C.1week.II', '10394.H1.None.4C.1week.II')	7.549019630801521
('10394.H1.FTA.4C.1week.II', '10394.H1.None.4C.4weeks.II')	0.8609435069846366
('10394.H1.FTA.4C.1week.II', '10394.H1.None.amb.4weeks.II')	2.264671112000385
('10394.H1.FTA.4C.1week.II', '10394.H1.None.freezethaw.1week.II')	1.57603814684161
('10394.H1.FTA.4C.1week.II', '10394.H1.Omni.4C.1week.II')	2.293582630858061
('10394.H1.FTA.4C.1week.II', '10394.H1.Omni.4C.4weeks.II')	1.2791830691931843
('10394.H1.FTA.4C.1week.II', '10394.H1.Omni.amb.1week.II')	2.222660341249247
('10394.H1.FTA.4C.1week.II', '10394.H1.Omni.amb.4weeks.II')	2.5446150613366596
('10394.H1.FTA.4C.1week.II', '10394.H1.Omni.freezethaw.1week.II')	1.0418598742217542
('10394.H1.FTA.4C.1week.II', '10394.H1.Omni.heat.1week.II')	0.8452046234552961
('10394.H1.FTA.4C.1week.II', '10394.H1.RNA.4C.4weeks.II')	2.6649307654106336
('10394.H1.FTA.4C.1week.II', '10394.H1.RNA.amb.4weeks.II')	2.323167370176548
('10394.H1.FTA.4C.1week.II', '10394.H1.RNA.freezethaw.1week.II')	0.89047325771996
('10394.H1.FTA.4C.1week.II', '10394.H10.70etoh.4C.4weeks.II')	6.39579910738153
('10394.H1.FTA.4C.1week.II', '10394.H10.70etoh.amb.4weeks.II')	4.056496951322316
('10394.H1.FTA.4C.1week.II', '10394.H10.70etoh.freezethaw.1week.II')	2.8545187240183485
('10394.H1.FTA.4C.1week.II', '10394.H10.95etoh.4C.4weeks.II')	4.529581069205344
('10394.H1.FTA.4C.1week.II', '10394.H10.95etoh.amb.4weeks.II')	4.258323683049156
('10394.H1.FTA.4C.1week.II', '10394.H10.95etoh.freezethaw.1week.II')	6.142020308976619
('10394.H1.FTA.4C.1week.II', '10394.H10.FTA.4C.1week.II')	2.5149394145273876
('10394.H1.FTA.4C.1week.II', '10394.H10.FTA.4C.4weeks.II')	2.6765922106006292
('10394.H1.FTA.4C.1week.II', '10394.H10.FTA.amb.1week.II')	4.20301879886774
('10394.H1.FTA.4C.1week.II', '10394.H10.FTA.amb.4weeks.II')	4.019050827647156
('10394.H1.FTA.4C.1week.II', '10394.H10.FTA.heat.1week.II')	2.5535005607829664
('10394.H1.FTA.4C.1week.II', '10394.H10.None.4C.1week.II')	6.355519175625625
('10394.H1.FTA.4C.1week.II', '10394.H10.None.4C.4weeks.II')	2.7783581363905316
('10394.H1.FTA.4C.1week.II', '10394.H10.None.amb.4weeks.II')	3.22814904850931
('10394.H1.FTA.4C.1week.II', '10394.H10.None.freezethaw.1week.II')	8.525730897765749
('10394.H1.FTA.4C.1week.II', '10394.H10.Omni.4C.1week.II')	6.598425542656839
('10394.H1.FTA.4C.1week.II', '10394.H10.Omni.4C.4weeks.II')	4.099750340977496
('10394.H1.FTA.4C.1week.II', '10394.H10.Omni.amb.1week.II')	2.4443136753381
('10394.H1.FTA.4C.1week.II', '10394.H10.Omni.amb.4weeks.II')	6.41232385132083
('10394.H1.FTA.4C.1week.II', '10394.H10.Omni.freezethaw.1week.II')	4.282297463487481
('10394.H1.FTA.4C.1week.II', '10394.H10.Omni.heat.1week.II')	4.047235056680766
('10394.H1.FTA.4C.1week.II', '10394.H10.RNA.4C.4weeks.II')	4.224371487659377
('10394.H1.FTA.4C.1week.II', '10394.H10.RNA.amb.4weeks.II')	4.122264735484065
('10394.H1.FTA.4C.1week.II', '10394.H10.RNA.freezethaw.1week.II')	4.170144181981991
('10394.H1.FTA.4C.4weeks.II', '10394.H1.FTA.amb.1week.II')	0.7338416028543366
('10394.H1.FTA.4C.4weeks.II', '10394.H1.FTA.amb.4weeks.II')	2.429855263069757
('10394.H1.FTA.4C.4weeks.II', '10394.H1.FTA.heat.1week.II')	3.5424438199108024
('10394.H1.FTA.4C.4weeks.II', '10394.H1.None.4C.1week.II')	7.078153532586592
('10394.H1.FTA.4C.4weeks.II', '10394.H1.None.4C.4weeks.II')	2.156480632497058
('10394.H1.FTA.4C.4weeks.II', '10394.H1.None.amb.4weeks.II')	2.939777347422731
('10394.H1.FTA.4C.4weeks.II', '10394.H1.None.freezethaw.1week.II')	2.4647144407263872
('10394.H1.FTA.4C.4weeks.II', '10394.H1.Omni.4C.1week.II')	1.4115806736867087
('10394.H1.FTA.4C.4weeks.II', '10394.H1.Omni.4C.4weeks.II')	2.2844132006146425
('10394.H1.FTA.4C.4weeks.II', '10394.H1.Omni.amb.1week.II')	0.47268627463791313
('10394.H1.FTA.4C.4weeks.II', '10394.H1.Omni.amb.4weeks.II')	1.4456260328864639
('10394.H1.FTA.4C.4weeks.II', '10394.H1.Omni.freezethaw.1week.II')	2.406988526760852
('10394.H1.FTA.4C.4weeks.II', '10394.H1.Omni.heat.1week.II')	2.1665951332453828
('10394.H1.FTA.4C.4weeks.II', '10394.H1.RNA.4C.4weeks.II')	1.2615057568489447
('10394.H1.FTA.4C.4weeks.II', '10394.H1.RNA.amb.4weeks.II')	1.1823804110742786
('10394.H1.FTA.4C.4weeks.II', '10394.H1.RNA.freezethaw.1week.II')	2.3462156863990953
('10394.H1.FTA.4C.4weeks.II', '10394.H10.70etoh.4C.4weeks.II')	6.0726840810746445
('10394.H1.FTA.4C.4weeks.II', '10394.H10.70etoh.amb.4weeks.II')	3.1129664110411603
('10394.H1.FTA.4C.4weeks.II', '10394.H10.70etoh.freezethaw.1week.II')	3.612665097760535
('10394.H1.FTA.4C.4weeks.II', '10394.H10.95etoh.4C.4weeks.II')	5.260025490721431
('10394.H1.FTA.4C.4weeks.II', '10394.H10.95etoh.amb.4weeks.II')	3.3406242946939897
('10394.H1.FTA.4C.4weeks.II', '10394.H10.95etoh.freezethaw.1week.II')	6.000283358400739
('10394.H1.FTA.4C.4weeks.II', '10394.H10.FTA.4C.1week.II')	3.3152537094625765
('10394.H1.FTA.4C.4weeks.II', '10394.H10.FTA.4C.4weeks.II')	3.3984934796272315
('10394.H1.FTA.4C.4weeks.II', '10394.H10.FTA.amb.1week.II')	3.2171576809210904
('10394.H1.FTA.4C.4weeks.II', '10394.H10.FTA.amb.4weeks.II')	3.132757139410142
('10394.H1.FTA.4C.4weeks.II', '10394.H10.FTA.heat.1week.II')	3.2539466614766175
('10394.H1.FTA.4C.4weeks.II', '10394.H10.None.4C.1week.II')	6.012010468197815
('10394.H1.FTA.4C.4weeks.II', '10394.H10.None.4C.4weeks.II')	3.566326871237524
('10394.H1.FTA.4C.4weeks.II', '10394.H10.None.amb.4weeks.II')	4.14466267614567
('10394.H1.FTA.4C.4weeks.II', '10394.H10.None.freezethaw.1week.II')	8.612242409706038
('10394.H1.FTA.4C.4weeks.II', '10394.H10.Omni.4C.1week.II')	6.2555320387952875
('10394.H1.FTA.4C.4weeks.II', '10394.H10.Omni.4C.4weeks.II')	3.104931502695882
('10394.H1.FTA.4C.4weeks.II', '10394.H10.Omni.amb.1week.II')	3.145035971886707
('10394.H1.FTA.4C.4weeks.II', '10394.H10.Omni.amb.4weeks.II')	5.757971403593074
('10394.H1.FTA.4C.4weeks.II', '10394.H10.Omni.freezethaw.1week.II')	3.3243515815931977
('10394.H1.FTA.4C.4weeks.II', '10394.H10.Omni.heat.1week.II')	3.050860604093547
('10394.H1.FTA.4C.4weeks.II', '10394.H10.RNA.4C.4weeks.II')	3.28453585660745
('10394.H1.FTA.4C.4weeks.II', '10394.H10.RNA.amb.4weeks.II')	3.185341429256514
('10394.H1.FTA.4C.4weeks.II', '10394.H10.RNA.freezethaw.1week.II')	3.170041026258451
('10394.H1.FTA.amb.1week.II', '10394.H1.FTA.amb.4weeks.II')	2.4744654835527418
('10394.H1.FTA.amb.1week.II', '10394.H1.FTA.heat.1week.II')	3.1197255918776268
('10394.H1.FTA.amb.1week.II', '10394.H1.None.4C.1week.II')	7.083126237552815
('10394.H1.FTA.amb.1week.II', '10394.H1.None.4C.4weeks.II')	1.7393139590066045
('10394.H1.FTA.amb.1week.II', '10394.H1.None.amb.4weeks.II')	2.999304366600919
('10394.H1.FTA.amb.1week.II', '10394.H1.None.freezethaw.1week.II')	2.472278393502339
('10394.H1.FTA.amb.1week.II', '10394.H1.Omni.4C.1week.II')	1.2022516035306772
('10394.H1.FTA.amb.1week.II', '10394.H1.Omni.4C.4weeks.II')	2.330272938313691
('10394.H1.FTA.amb.1week.II', '10394.H1.Omni.amb.1week.II')	1.0328688583713377
('10394.H1.FTA.amb.1week.II', '10394.H1.Omni.amb.4weeks.II')	1.4748649691654303
('10394.H1.FTA.amb.1week.II', '10394.H1.Omni.freezethaw.1week.II')	2.681041906973965
('10394.H1.FTA.amb.1week.II', '10394.H1.Omni.heat.1week.II')	2.143503987143381
('10394.H1.FTA.amb.1week.II', '10394.H1.RNA.4C.4weeks.II')	1.2962234767166476
('10394.H1.FTA.amb.1week.II', '10394.H1.RNA.amb.4weeks.II')	1.2368536052794614
('10394.H1.FTA.amb.1week.II', '10394.H1.RNA.freezethaw.1week.II')	2.5573816138457808
('10394.H1.FTA.amb.1week.II', '10394.H10.70etoh.4C.4weeks.II')	6.087316240137471
('10394.H1.FTA.amb.1week.II', '10394.H10.70etoh.amb.4weeks.II')	3.1150130463509047
('10394.H1.FTA.amb.1week.II', '10394.H10.70etoh.freezethaw.1week.II')	3.644622162592811
('10394.H1.FTA.amb.1week.II', '10394.H10.95etoh.4C.4weeks.II')	5.500493853488823
('10394.H1.FTA.amb.1week.II', '10394.H10.95etoh.amb.4weeks.II')	3.4917318666629136
('10394.H1.FTA.amb.1week.II', '10394.H10.95etoh.freezethaw.1week.II')	5.672374751428306
('10394.H1.FTA.amb.1week.II', '10394.H10.FTA.4C.1week.II')	3.4237651569325918
('10394.H1.FTA.amb.1week.II', '10394.H10.FTA.4C.4weeks.II')	3.3970428644759636
('10394.H1.FTA.amb.1week.II', '10394.H10.FTA.amb.1week.II')	3.2722261835847815
('10394.H1.FTA.amb.1week.II', '10394.H10.FTA.amb.4weeks.II')	3.0669314834860866
('10394.H1.FTA.amb.1week.II', '10394.H10.FTA.heat.1week.II')	3.3811173299689212
('10394.H1.FTA.amb.1week.II', '10394.H10.None.4C.1week.II')	6.033912592353213
('10394.H1.FTA.amb.1week.II', '10394.H10.None.4C.4weeks.II')	3.5220887994190253
('10394.H1.FTA.amb.1week.II', '10394.H10.None.amb.4weeks.II')	4.107897552700832
('10394.H1.FTA.amb.1week.II', '10394.H10.None.freezethaw.1week.II')	8.56072788534652
('10394.H1.FTA.amb.1week.II', '10394.H10.Omni.4C.1week.II')	6.225416405367385
('10394.H1.FTA.amb.1week.II', '10394.H10.Omni.4C.4weeks.II')	3.120775834855055
('10394.H1.FTA.amb.1week.II', '10394.H10.Omni.amb.1week.II')	3.273780204670235
('10394.H1.FTA.amb.1week.II', '10394.H10.Omni.amb.4weeks.II')	6.208928674697786
('10394.H1.FTA.amb.1week.II', '10394.H10.Omni.freezethaw.1week.II')	3.3718218330152987
('10394.H1.FTA.amb.1week.II', '10394.H10.Omni.heat.1week.II')	3.1220734361945484
('10394.H1.FTA.amb.1week.II', '10394.H10.RNA.4C.4weeks.II')	3.3222440571187057
('10394.H1.FTA.amb.1week.II', '10394.H10.RNA.amb.4weeks.II')	3.177329410176161
('10394.H1.FTA.amb.1week.II', '10394.H10.RNA.freezethaw.1week.II')	3.1890403972561465
('10394.H1.FTA.amb.4weeks.II', '10394.H1.FTA.heat.1week.II')	4.537670417002596
('10394.H1.FTA.amb.4weeks.II', '10394.H1.None.4C.1week.II')	7.558451611166744
('10394.H1.FTA.amb.4weeks.II', '10394.H1.None.4C.4weeks.II')	1.4377292369336105
('10394.H1.FTA.amb.4weeks.II', '10394.H1.None.amb.4weeks.II')	2.6373588228225757
('10394.H1.FTA.amb.4weeks.II', '10394.H1.None.freezethaw.1week.II')	1.8784175569541588
('10394.H1.FTA.amb.4weeks.II', '10394.H1.Omni.4C.1week.II')	2.3520622787219407
('10394.H1.FTA.amb.4weeks.II', '10394.H1.Omni.4C.4weeks.II')	1.6288804312937202
('10394.H1.FTA.amb.4weeks.II', '10394.H1.Omni.amb.1week.II')	2.4399074801204073
('10394.H1.FTA.amb.4weeks.II', '10394.H1.Omni.amb.4weeks.II')	2.8060576763873315
('10394.H1.FTA.amb.4weeks.II', '10394.H1.Omni.freezethaw.1week.II')	0.6605870884102617
('10394.H1.FTA.amb.4weeks.II', '10394.H1.Omni.heat.1week.II')	0.8959916195056579
('10394.H1.FTA.amb.4weeks.II', '10394.H1.RNA.4C.4weeks.II')	2.8615847179724563
('10394.H1.FTA.amb.4weeks.II', '10394.H1.RNA.amb.4weeks.II')	2.7185729122021107
('10394.H1.FTA.amb.4weeks.II', '10394.H1.RNA.freezethaw.1week.II')	1.1864363051796805
('10394.H1.FTA.amb.4weeks.II', '10394.H10.70etoh.4C.4weeks.II')	6.763298421664694
('10394.H1.FTA.amb.4weeks.II', '10394.H10.70etoh.amb.4weeks.II')	4.395729666532933
('10394.H1.FTA.amb.4weeks.II', '10394.H10.70etoh.freezethaw.1week.II')	3.229573949383034
('10394.H1.FTA.amb.4weeks.II', '10394.H10.95etoh.4C.4weeks.II')	4.793464061683044
('10394.H1.FTA.amb.4weeks.II', '10394.H10.95etoh.amb.4weeks.II')	4.656633247726557
('10394.H1.FTA.amb.4weeks.II', '10394.H10.95etoh.freezethaw.1week.II')	6.466720662731482
('10394.H1.FTA.amb.4weeks.II', '10394.H10.FTA.4C.1week.II')	2.941043617091771
('10394.H1.FTA.amb.4weeks.II', '10394.H10.FTA.4C.4weeks.II')	3.051164052515348
('10394.H1.FTA.amb.4weeks.II', '10394.H10.FTA.amb.1week.II')	4.575344325843575
('10394.H1.FTA.amb.4weeks.II', '10394.H10.FTA.amb.4weeks.II')	4.434118603507808
('10394.H1.FTA.amb.4weeks.II', '10394.H10.FTA.heat.1week.II')	2.9175943053005526
('10394.H1.FTA.amb.4weeks.II', '10394.H10.None.4C.1week.II')	6.712549031067259
('10394.H1.FTA.amb.4weeks.II', '10394.H10.None.4C.4weeks.II')	3.124854419950177
('10394.H1.FTA.amb.4weeks.II', '10394.H10.None.amb.4weeks.II')	3.504267706776375
('10394.H1.FTA.amb.4weeks.II', '10394.H10.None.freezethaw.1week.II')	8.517644024228316
('10394.H1.FTA.amb.4weeks.II', '10394.H10.Omni.4C.1week.II')	6.962462612568128
('10394.H1.FTA.amb.4weeks.II', '10394.H10.Omni.4C.4weeks.II')	4.384209964569185
('10394.H1.FTA.amb.4weeks.II', '10394.H10.Omni.amb.1week.II')	2.8702217754876664
('10394.H1.FTA.amb.4weeks.II', '10394.H10.Omni.amb.4weeks.II')	6.842235327150288
('10394.H1.FTA.amb.4weeks.II', '10394.H10.Omni.freezethaw.1week.II')	4.656919997603534
('10394.H1.FTA.amb.4weeks.II', '10394.H10.Omni.heat.1week.II')	4.365217245091706
('10394.H1.FTA.amb.4weeks.II', '10394.H10.RNA.4C.4weeks.II')	4.582061854506208
('10394.H1.FTA.amb.4weeks.II', '10394.H10.RNA.amb.4weeks.II')	4.395627435569874
('10394.H1.FTA.amb.4weeks.II', '10394.H10.RNA.freezethaw.1week.II')	4.364807581086552
('10394.H1.FTA.heat.1week.II', '10394.H1.None.4C.1week.II')	5.165713994572863
('10394.H1.FTA.heat.1week.II', '10394.H1.None.4C.4weeks.II')	4.011636628727099
('10394.H1.FTA.heat.1week.II', '10394.H1.None.amb.4weeks.II')	5.006752239672422
('10394.H1.FTA.heat.1week.II', '10394.H1.None.freezethaw.1week.II')	4.663862907656937
('10394.H1.FTA.heat.1week.II', '10394.H1.Omni.4C.1week.II')	3.387399311310588
('10394.H1.FTA.heat.1week.II', '10394.H1.Omni.4C.4weeks.II')	4.41686870893191
('10394.H1.FTA.heat.1week.II', '10394.H1.Omni.amb.1week.II')	3.71831857197131
('10394.H1.FTA.heat.1week.II', '10394.H1.Omni.amb.4weeks.II')	4.017048038364331
('10394.H1.FTA.heat.1week.II', '10394.H1.Omni.freezethaw.1week.II')	4.760047239217545
('10394.H1.FTA.heat.1week.II', '10394.H1.Omni.heat.1week.II')	4.421354886244888
('10394.H1.FTA.heat.1week.II', '10394.H1.RNA.4C.4weeks.II')	3.628244914169478
('10394.H1.FTA.heat.1week.II', '10394.H1.RNA.amb.4weeks.II')	3.52378219930661
('10394.H1.FTA.heat.1week.II', '10394.H1.RNA.freezethaw.1week.II')	4.825858230973139
('10394.H1.FTA.heat.1week.II', '10394.H10.70etoh.4C.4weeks.II')	5.323976805642332
('10394.H1.FTA.heat.1week.II', '10394.H10.70etoh.amb.4weeks.II')	5.45276662826666
('10394.H1.FTA.heat.1week.II', '10394.H10.70etoh.freezethaw.1week.II')	5.3574062369731426
('10394.H1.FTA.heat.1week.II', '10394.H10.95etoh.4C.4weeks.II')	4.852598463172951
('10394.H1.FTA.heat.1week.II', '10394.H10.95etoh.amb.4weeks.II')	5.468703521831095
('10394.H1.FTA.heat.1week.II', '10394.H10.95etoh.freezethaw.1week.II')	5.076011533780209
('10394.H1.FTA.heat.1week.II', '10394.H10.FTA.4C.1week.II')	5.045059132857719
('10394.H1.FTA.heat.1week.II', '10394.H10.FTA.4C.4weeks.II')	5.150202837903135
('10394.H1.FTA.heat.1week.II', '10394.H10.FTA.amb.1week.II')	5.307455755079879
('10394.H1.FTA.heat.1week.II', '10394.H10.FTA.amb.4weeks.II')	5.145568301389764
('10394.H1.FTA.heat.1week.II', '10394.H10.FTA.heat.1week.II')	5.1031864101708155
('10394.H1.FTA.heat.1week.II', '10394.H10.None.4C.1week.II')	5.335229542219803
('10394.H1.FTA.heat.1week.II', '10394.H10.None.4C.4weeks.II')	5.0780684895321215
('10394.H1.FTA.heat.1week.II', '10394.H10.None.amb.4weeks.II')	6.113703486060934
('10394.H1.FTA.heat.1week.II', '10394.H10.None.freezethaw.1week.II')	7.768867109592879
('10394.H1.FTA.heat.1week.II', '10394.H10.Omni.4C.1week.II')	5.494202592041458
('10394.H1.FTA.heat.1week.II', '10394.H10.Omni.4C.4weeks.II')	5.0345871512643825
('10394.H1.FTA.heat.1week.II', '10394.H10.Omni.amb.1week.II')	4.56206577510156
('10394.H1.FTA.heat.1week.II', '10394.H10.Omni.amb.4weeks.II')	5.416190164749003
('10394.H1.FTA.heat.1week.II', '10394.H10.Omni.freezethaw.1week.II')	5.388502749707409
('10394.H1.FTA.heat.1week.II', '10394.H10.Omni.heat.1week.II')	5.10584439447053
('10394.H1.FTA.heat.1week.II', '10394.H10.RNA.4C.4weeks.II')	5.393003789026214
('10394.H1.FTA.heat.1week.II', '10394.H10.RNA.amb.4weeks.II')	5.346089409118202
('10394.H1.FTA.heat.1week.II', '10394.H10.RNA.freezethaw.1week.II')	5.286672213918556
('10394.H1.None.4C.1week.II', '10394.H1.None.4C.4weeks.II')	7.546724082571062
('10394.H1.None.4C.1week.II', '10394.H1.None.amb.4weeks.II')	7.997425596911911
('10394.H1.None.4C.1week.II', '10394.H1.None.freezethaw.1week.II')	7.708837506256641
('10394.H1.None.4C.1week.II', '10394.H1.Omni.4C.1week.II')	7.062651058824394
('10394.H1.None.4C.1week.II', '10394.H1.Omni.4C.4weeks.II')	7.573297113016221
('10394.H1.None.4C.1week.II', '10394.H1.Omni.amb.1week.II')	7.128484486913347
('10394.H1.None.4C.1week.II', '10394.H1.Omni.amb.4weeks.II')	7.2323988930237
('10394.H1.None.4C.1week.II', '10394.H1.Omni.freezethaw.1week.II')	7.547539094336268
('10394.H1.None.4C.1week.II', '10394.H1.Omni.heat.1week.II')	7.56670319845475
('10394.H1.None.4C.1week.II', '10394.H1.RNA.4C.4weeks.II')	7.054708224437922
('10394.H1.None.4C.1week.II', '10394.H1.RNA.amb.4weeks.II')	7.103498861203812
('10394.H1.None.4C.1week.II', '10394.H1.RNA.freezethaw.1week.II')	7.5714513795833875
('10394.H1.None.4C.1week.II', '10394.H10.70etoh.4C.4weeks.II')	6.406956812279584
('10394.H1.None.4C.1week.II', '10394.H10.70etoh.amb.4weeks.II')	8.337454626226785
('10394.H1.None.4C.1week.II', '10394.H10.70etoh.freezethaw.1week.II')	8.302914227346934
('10394.H1.None.4C.1week.II', '10394.H10.95etoh.4C.4weeks.II')	7.04465849732846
('10394.H1.None.4C.1week.II', '10394.H10.95etoh.amb.4weeks.II')	7.5558276101648705
('10394.H1.None.4C.1week.II', '10394.H10.95etoh.freezethaw.1week.II')	6.224332033118108
('10394.H1.None.4C.1week.II', '10394.H10.FTA.4C.1week.II')	8.106209880330342
('10394.H1.None.4C.1week.II', '10394.H10.FTA.4C.4weeks.II')	8.170174777798561
('10394.H1.None.4C.1week.II', '10394.H10.FTA.amb.1week.II')	7.871738223781055
('10394.H1.None.4C.1week.II', '10394.H10.FTA.amb.4weeks.II')	7.880791293638882
('10394.H1.None.4C.1week.II', '10394.H10.FTA.heat.1week.II')	8.142588127754397
('10394.H1.None.4C.1week.II', '10394.H10.None.4C.1week.II')	6.350348513048608
('10394.H1.None.4C.1week.II', '10394.H10.None.4C.4weeks.II')	8.084270968540077
('10394.H1.None.4C.1week.II', '10394.H10.None.amb.4weeks.II')	8.792515997017293
('10394.H1.None.4C.1week.II', '10394.H10.None.freezethaw.1week.II')	6.392916906005954
('10394.H1.None.4C.1week.II', '10394.H10.Omni.4C.1week.II')	6.112486078284394
('10394.H1.None.4C.1week.II', '10394.H10.Omni.4C.4weeks.II')	7.585025440946621
('10394.H1.None.4C.1week.II', '10394.H10.Omni.amb.1week.II')	7.8979190050371875
('10394.H1.None.4C.1week.II', '10394.H10.Omni.amb.4weeks.II')	6.26392582249222
('10394.H1.None.4C.1week.II', '10394.H10.Omni.freezethaw.1week.II')	7.866239761608419
('10394.H1.None.4C.1week.II', '10394.H10.Omni.heat.1week.II')	7.575122224263922
('10394.H1.None.4C.1week.II', '10394.H10.RNA.4C.4weeks.II')	8.0726621385624
('10394.H1.None.4C.1week.II', '10394.H10.RNA.amb.4weeks.II')	8.050496755738926
('10394.H1.None.4C.1week.II', '10394.H10.RNA.freezethaw.1week.II')	7.97328355030897
('10394.H1.None.4C.4weeks.II', '10394.H1.None.amb.4weeks.II')	1.920456579022419
('10394.H1.None.4C.4weeks.II', '10394.H1.None.freezethaw.1week.II')	1.2489532019288054
('10394.H1.None.4C.4weeks.II', '10394.H1.Omni.4C.1week.II')	2.356820533857809
('10394.H1.None.4C.4weeks.II', '10394.H1.Omni.4C.4weeks.II')	1.141354821553922
('10394.H1.None.4C.4weeks.II', '10394.H1.Omni.amb.1week.II')	2.2061756891171105
('10394.H1.None.4C.4weeks.II', '10394.H1.Omni.amb.4weeks.II')	2.5872459519545954
('10394.H1.None.4C.4weeks.II', '10394.H1.Omni.freezethaw.1week.II')	1.5611559329027762
('10394.H1.None.4C.4weeks.II', '10394.H1.Omni.heat.1week.II')	1.074261353304088
('10394.H1.None.4C.4weeks.II', '10394.H1.RNA.4C.4weeks.II')	2.5366366308130353
('10394.H1.None.4C.4weeks.II', '10394.H1.RNA.amb.4weeks.II')	2.3426491428501928
('10394.H1.None.4C.4weeks.II', '10394.H1.RNA.freezethaw.1week.II')	1.336246382481426
('10394.H1.None.4C.4weeks.II', '10394.H10.70etoh.4C.4weeks.II')	6.032222324704709
('10394.H1.None.4C.4weeks.II', '10394.H10.70etoh.amb.4weeks.II')	3.7300762542123813
('10394.H1.None.4C.4weeks.II', '10394.H10.70etoh.freezethaw.1week.II')	2.521386316993361
('10394.H1.None.4C.4weeks.II', '10394.H10.95etoh.4C.4weeks.II')	4.331945713898152
('10394.H1.None.4C.4weeks.II', '10394.H10.95etoh.amb.4weeks.II')	4.004307910236509
('10394.H1.None.4C.4weeks.II', '10394.H10.95etoh.freezethaw.1week.II')	5.720207395850652
('10394.H1.None.4C.4weeks.II', '10394.H10.FTA.4C.1week.II')	2.3674528913356827
('10394.H1.None.4C.4weeks.II', '10394.H10.FTA.4C.4weeks.II')	2.321896683092351
('10394.H1.None.4C.4weeks.II', '10394.H10.FTA.amb.1week.II')	3.93756071166841
('10394.H1.None.4C.4weeks.II', '10394.H10.FTA.amb.4weeks.II')	3.891268884308487
('10394.H1.None.4C.4weeks.II', '10394.H10.FTA.heat.1week.II')	2.323517490809784
('10394.H1.None.4C.4weeks.II', '10394.H10.None.4C.1week.II')	6.079795974760994
('10394.H1.None.4C.4weeks.II', '10394.H10.None.4C.4weeks.II')	2.395492418135819
('10394.H1.None.4C.4weeks.II', '10394.H10.None.amb.4weeks.II')	2.9583744776224883
('10394.H1.None.4C.4weeks.II', '10394.H10.None.freezethaw.1week.II')	8.543001919966242
('10394.H1.None.4C.4weeks.II', '10394.H10.Omni.4C.1week.II')	6.252288167994033
('10394.H1.None.4C.4weeks.II', '10394.H10.Omni.4C.4weeks.II')	3.929469928869472
('10394.H1.None.4C.4weeks.II', '10394.H10.Omni.amb.1week.II')	2.33261754665268
('10394.H1.None.4C.4weeks.II', '10394.H10.Omni.amb.4weeks.II')	6.130174659702505
('10394.H1.None.4C.4weeks.II', '10394.H10.Omni.freezethaw.1week.II')	3.996888207429425
('10394.H1.None.4C.4weeks.II', '10394.H10.Omni.heat.1week.II')	3.9596157605409954
('10394.H1.None.4C.4weeks.II', '10394.H10.RNA.4C.4weeks.II')	3.9401592369523617
('10394.H1.None.4C.4weeks.II', '10394.H10.RNA.amb.4weeks.II')	3.9157404818607877
('10394.H1.None.4C.4weeks.II', '10394.H10.RNA.freezethaw.1week.II')	3.964504566312553
('10394.H1.None.amb.4weeks.II', '10394.H1.None.freezethaw.1week.II')	0.98360326875112
('10394.H1.None.amb.4weeks.II', '10394.H1.Omni.4C.1week.II')	3.458737249248469
('10394.H1.None.amb.4weeks.II', '10394.H1.Omni.4C.4weeks.II')	1.80742695599755
('10394.H1.None.amb.4weeks.II', '10394.H1.Omni.amb.1week.II')	3.044619394873153
('10394.H1.None.amb.4weeks.II', '10394.H1.Omni.amb.4weeks.II')	3.295260513829338
('10394.H1.None.amb.4weeks.II', '10394.H1.Omni.freezethaw.1week.II')	2.7375418383627546
('10394.H1.None.amb.4weeks.II', '10394.H1.Omni.heat.1week.II')	2.139689284669402
('10394.H1.None.amb.4weeks.II', '10394.H1.RNA.4C.4weeks.II')	2.630441566640343
('10394.H1.None.amb.4weeks.II', '10394.H1.RNA.amb.4weeks.II')	3.0607300753922164
('10394.H1.None.amb.4weeks.II', '10394.H1.RNA.freezethaw.1week.II')	2.194230064246212
('10394.H1.None.amb.4weeks.II', '10394.H10.70etoh.4C.4weeks.II')	6.375282722620538
('10394.H1.None.amb.4weeks.II', '10394.H10.70etoh.amb.4weeks.II')	3.8388090638435095
('10394.H1.None.amb.4weeks.II', '10394.H10.70etoh.freezethaw.1week.II')	2.702725500848739
('10394.H1.None.amb.4weeks.II', '10394.H10.95etoh.4C.4weeks.II')	4.624311358891405
('10394.H1.None.amb.4weeks.II', '10394.H10.95etoh.amb.4weeks.II')	4.2277475438537655
('10394.H1.None.amb.4weeks.II', '10394.H10.95etoh.freezethaw.1week.II')	6.324710461005499
('10394.H1.None.amb.4weeks.II', '10394.H10.FTA.4C.1week.II')	2.9543185144214985
('10394.H1.None.amb.4weeks.II', '10394.H10.FTA.4C.4weeks.II')	3.0471015443164013
('10394.H1.None.amb.4weeks.II', '10394.H10.FTA.amb.1week.II')	4.125011727402925
('10394.H1.None.amb.4weeks.II', '10394.H10.FTA.amb.4weeks.II')	4.161707086319428
